1.000000000000000000e+00,1.872302293777465820e+00
2.000000000000000000e+01,3.652852296829223633e+00
4.130316677845230089e+01,6.044790267944335938e+00
6.300141043091404924e+01,9.668680191040039062e+00
8.521450514051969094e+01,1.165416336059570312e+01
1.080985366436462982e+02,1.119033050537109375e+01
1.318569106865307390e+02,9.286985397338867188e+00
1.567546988802151873e+02,7.491034030914306641e+00
1.831373337421206884e+02,6.397478103637695312e+00
2.114549714531474081e+02,5.480630874633789062e+00
2.422942405933594614e+02,5.155634880065917969e+00
2.764196160395870265e+02,4.803518295288085938e+00
3.148273360542766000e+02,4.526946067810058594e+00
3.588156652444715178e+02,4.161087036132812500e+00
4.100764589157111004e+02,4.069676399230957031e+00
4.708144866961224011e+02,4.164088249206542969e+00
5.439029311192211935e+02,4.356798171997070312e+00
6.330860282111148081e+02,4.223135948181152344e+00
7.432431419717105427e+02,3.361298084259033203e+00
8.807328974656635410e+02,2.229881286621093750e+00
1.053841643633866624e+03,1.209347486495971680e+00
1.273367875130754783e+03,5.918757915496826172e-01
1.553383831447281864e+03,3.605160713195800781e-01
1.912227987586484687e+03,3.163809180259704590e-01
2.373798434939797062e+03,3.463178277015686035e-01
2.969238372276954578e+03,3.920623660087585449e-01
3.739132581609410408e+03,4.011951386928558350e-01
4.736369802565221107e+03,4.061393141746520996e-01
6.029872883581882888e+03,4.052816331386566162e-01
7.709459791019444310e+03,4.193393588066101074e-01
9.892178314746464821e+03,4.202060103416442871e-01
1.000000000000000000e+04,4.202060103416442871e-01
