1.000000000000000000e+04,1.216693944219417034e+02,9.721669999999999590e+00
6.812920690579615439e+03,1.272961019075187892e+02,1.019050000000000011e+02
4.641588833612777307e+03,1.314299676450143295e+02,2.158859999999999779e+00
3.162277660168379498e+03,1.320338725915150633e+02,5.525860000000000127e+01
2.154434690031884656e+03,1.277543240682672376e+02,7.728810000000000002e+01
1.467799267622070602e+03,1.187311421880282865e+02,4.153869999999999862e+01
1.000000000000000000e+03,1.064951375949934231e+02,9.433429999999999893e+01
6.812920690579614984e+02,9.307153660153507246e+01,4.949649999999999750e+01
4.641588833612781855e+02,8.010184244901245165e+01,6.544669999999999987e+00
3.162277660168379612e+02,6.849705386845036514e+01,6.169219999999999970e+01
2.154434690031884543e+02,5.853644328438970490e+01,9.588459999999999539e+00
1.467799267622070545e+02,5.012275168222927846e+01,1.437160000000000082e+01
1.000000000000000000e+02,4.300588800950043122e+01,1.516340000000000021e+00
6.812920690579615268e+01,3.691957172790472441e+01,2.561589999999999989e+01
4.641588833612782139e+01,3.163782823768533348e+01,3.129410000000000025e+01
3.162277660168379256e+01,2.699657473364213800e+01,4.213040000000000340e+00
2.154434690031884614e+01,2.291984032016602768e+01,1.038739999999999952e+01
1.467799267622070580e+01,1.941179095118868148e+01,4.390810000000000102e+00
1.000000000000000000e+01,1.649469382941796525e+01,1.018129999999999979e+00
6.812920690579614913e+00,1.419436714235134822e+01,3.594219999999999970e+00
4.641588833612781961e+00,1.258135110686673386e+01,9.070729999999999293e+00
3.162277660168379523e+00,1.176477830336912511e+01,1.229509999999999970e+01
2.154434690031884259e+00,1.184847390999432193e+01,1.679780000000000051e+00
1.467799267622070580e+00,1.291462303562156855e+01,8.234220000000000539e+00
1.000000000000000000e+00,1.503746936545867818e+01,1.265279999999999916e+01
