1.000000000000000000e+04,1.186701233828402735e+01,9.809139999999999526e-01
6.812920690579615439e+03,1.177537725393281676e+01,1.022889999999999944e+01
4.641588833612777307e+03,1.153751766893556052e+01,2.084459999999999924e-01
3.162277660168379498e+03,1.119486966973594200e+01,4.866259999999999586e+00
2.154434690031884656e+03,1.084768558122260629e+01,6.049859999999999793e+00
1.467799267622070602e+03,1.061939505150002461e+01,3.128229999999999844e+00
1.000000000000000000e+03,1.062987008634650010e+01,7.369849999999999568e+00
6.812920690579614984e+02,1.097887749464087825e+01,4.914489999999999803e+00
4.641588833612781855e+02,1.172745275239037710e+01,9.527729999999999810e-01
3.162277660168379612e+02,1.286889254397993554e+01,1.560040000000000049e+01
2.154434690031884543e+02,1.429087332022202439e+01,2.651980000000000004e+00
1.467799267622070545e+02,1.574679399949524949e+01,5.129509999999999792e+00
1.000000000000000000e+02,1.688013392931684820e+01,7.196519999999999584e-01
6.812920690579615268e+01,1.734519047180514661e+01,1.617340000000000089e+01
4.641588833612782139e+01,1.698615631276666704e+01,1.831980000000000075e+01
3.162277660168379256e+01,1.593169685320358830e+01,2.923900000000000166e+00
2.154434690031884614e+01,1.451343064268306371e+01,7.638029999999999653e+00
1.467799267622070580e+01,1.309573094901019097e+01,3.462000000000000188e+00
1.000000000000000000e+01,1.195859231719671989e+01,8.392810000000000548e-01
6.812920690579614913e+00,1.127584179194946579e+01,3.010079999999999867e+00
4.641588833612781961e+00,1.114775829829982001e+01,7.657499999999999751e+00
3.162277660168379523e+00,1.164241521217770625e+01,1.050740000000000052e+01
2.154434690031884259e+00,1.282396532348383289e+01,1.472930000000000073e+00
1.467799267622070580e+00,1.476293805494234945e+01,7.344929999999999737e+00
1.000000000000000000e+00,1.753010999580567031e+01,1.140869999999999962e+01
