1.000000000000000000e+00,1.059187698364257812e+02
2.000000000000000000e+01,1.209877090454101562e+02
4.130316677845230089e+01,1.839548034667968750e+02
6.300141043091404924e+01,1.624137420654296875e+02
8.521450514051969094e+01,9.821945190429687500e+01
1.080985366436462982e+02,5.316627502441406250e+01
1.318569106865307390e+02,3.188366889953613281e+01
1.567546988802151873e+02,2.261873054504394531e+01
1.831373337421206884e+02,1.924204444885253906e+01
2.114549714531474081e+02,1.544966030120849609e+01
2.422942405933594614e+02,1.343205928802490234e+01
2.764196160395870265e+02,1.165447044372558594e+01
3.148273360542766000e+02,1.062368106842041016e+01
3.588156652444715178e+02,9.574412345886230469e+00
4.100764589157111004e+02,9.512817382812500000e+00
4.708144866961224011e+02,1.085324001312255859e+01
5.439029311192211935e+02,1.520524692535400391e+01
6.330860282111148081e+02,2.508628463745117188e+01
7.432431419717105427e+02,4.090006637573242188e+01
8.807328974656635410e+02,6.839614868164062500e+01
1.053841643633866624e+03,1.042411041259765625e+02
1.273367875130754783e+03,1.354555664062500000e+02
1.553383831447281864e+03,1.674024505615234375e+02
1.912227987586484687e+03,1.928428192138671875e+02
2.373798434939797062e+03,1.905195922851562500e+02
2.969238372276954578e+03,1.898430480957031250e+02
3.739132581609410408e+03,1.818942718505859375e+02
4.736369802565221107e+03,1.790714111328125000e+02
6.029872883581882888e+03,1.706718902587890625e+02
7.709459791019444310e+03,1.707504272460937500e+02
9.892178314746464821e+03,1.667882080078125000e+02
1.000000000000000000e+04,1.667882080078125000e+02
