1.000000000000000000e+00,1.083086013793945312e+02
2.000000000000000000e+01,1.339272460937500000e+02
4.130316677845230089e+01,1.429069519042968750e+02
6.300141043091404924e+01,1.148462371826171875e+02
8.521450514051969094e+01,6.753767395019531250e+01
1.080985366436462982e+02,3.354179000854492188e+01
1.318569106865307390e+02,2.141358184814453125e+01
1.567546988802151873e+02,1.802610206604003906e+01
1.831373337421206884e+02,1.645390129089355469e+01
2.114549714531474081e+02,1.477612113952636719e+01
2.422942405933594614e+02,1.280956554412841797e+01
2.764196160395870265e+02,1.086555957794189453e+01
3.148273360542766000e+02,9.224812507629394531e+00
3.588156652444715178e+02,8.036599159240722656e+00
4.100764589157111004e+02,7.381726264953613281e+00
4.708144866961224011e+02,7.380977630615234375e+00
5.439029311192211935e+02,8.350036621093750000e+00
6.330860282111148081e+02,1.096189212799072266e+01
7.432431419717105427e+02,1.606922531127929688e+01
8.807328974656635410e+02,2.371110725402832031e+01
1.053841643633866624e+03,3.347959136962890625e+01
1.273367875130754783e+03,4.835174179077148438e+01
1.553383831447281864e+03,7.423069763183593750e+01
1.912227987586484687e+03,1.186254119873046875e+02
2.373798434939797062e+03,1.835335693359375000e+02
2.969238372276954578e+03,2.256072387695312500e+02
3.739132581609410408e+03,2.206267700195312500e+02
4.736369802565221107e+03,2.048624725341796875e+02
6.029872883581882888e+03,1.899322814941406250e+02
7.709459791019444310e+03,1.797842712402343750e+02
9.892178314746464821e+03,1.786452636718750000e+02
1.000000000000000000e+04,1.786452636718750000e+02
