1.000000000000000000e+00,1.113452911376953125e+02
2.000000000000000000e+01,1.161186752319335938e+02
4.130316677845230089e+01,1.065417175292968750e+02
6.300141043091404924e+01,8.547882080078125000e+01
8.521450514051969094e+01,6.198268890380859375e+01
1.080985366436462982e+02,4.151210784912109375e+01
1.318569106865307390e+02,2.702568054199218750e+01
1.567546988802151873e+02,1.855997276306152344e+01
1.831373337421206884e+02,1.388826084136962891e+01
2.114549714531474081e+02,1.114094924926757812e+01
2.422942405933594614e+02,9.437351226806640625e+00
2.764196160395870265e+02,8.477447509765625000e+00
3.148273360542766000e+02,8.218921661376953125e+00
3.588156652444715178e+02,8.752540588378906250e+00
4.100764589157111004e+02,1.028948974609375000e+01
4.708144866961224011e+02,1.307184696197509766e+01
5.439029311192211935e+02,1.722611427307128906e+01
6.330860282111148081e+02,2.284639549255371094e+01
7.432431419717105427e+02,3.003165245056152344e+01
8.807328974656635410e+02,3.869382858276367188e+01
1.053841643633866624e+03,4.834404373168945312e+01
1.273367875130754783e+03,5.814031219482421875e+01
1.553383831447281864e+03,6.724693298339843750e+01
1.912227987586484687e+03,7.514399719238281250e+01
2.373798434939797062e+03,8.161497497558593750e+01
2.969238372276954578e+03,8.655847930908203125e+01
3.739132581609410408e+03,8.983956146240234375e+01
4.736369802565221107e+03,9.125184631347656250e+01
6.029872883581882888e+03,9.076039123535156250e+01
7.709459791019444310e+03,8.928318023681640625e+01
9.892178314746464821e+03,8.844975280761718750e+01
1.000000000000000000e+04,8.844975280761718750e+01
