1.000000000000000000e+04,1.009305297259390954e+01,1.473554047749547902e+00
6.812920690579615439e+03,1.482214976084404867e+01,1.694176493803278305e+01
4.641588833612777307e+03,9.868408391223031373e+00,3.126685852724613301e-01
3.162277660168379498e+03,1.081466658978268924e+01,7.570512805810082568e+00
2.154434690031884656e+03,1.089227360305323167e+01,9.578236285312705434e+00
1.467799267622070602e+03,9.149165874043719171e+00,4.751812193953402819e+00
1.000000000000000000e+03,1.109684020904335178e+01,1.172569725923075801e+01
6.812920690579614984e+02,1.071601562104603467e+01,7.468246296757052427e+00
4.641588833612781855e+02,1.239133667415100426e+01,1.425118073742086766e+00
3.162277660168379612e+02,2.511577746166180702e+01,2.612480539644350230e+01
2.154434690031884543e+02,1.634639636962901577e+01,3.971653139502680396e+00
1.467799267622070545e+02,1.810123161286655602e+01,7.744575327075454041e+00
1.000000000000000000e+02,1.849972807502754435e+01,1.080107401240846920e+00
6.812920690579615268e+01,2.497528216858770023e+01,2.633071212725138466e+01
4.641588833612782139e+01,2.734046980879751843e+01,3.049635632778446492e+01
3.162277660168379256e+01,1.699344692639544974e+01,4.422215694351569581e+00
2.154434690031884614e+01,1.775719678506834853e+01,1.195759971889754070e+01
1.467799267622070580e+01,1.403811229358545987e+01,5.268590822408245167e+00
1.000000000000000000e+01,1.215954709456254790e+01,1.260364834947165003e+00
6.812920690579614913e+00,1.198527902442215520e+01,4.546726131606333432e+00
4.641588833612781961e+00,1.348451848304660672e+01,1.193040661668192648e+01
3.162277660168379523e+00,1.512574647658618154e+01,1.660892621904789834e+01
2.154434690031884259e+00,1.538042647666661722e+01,2.199373523857942381e+00
1.467799267622070580e+00,2.319434244027322833e+01,1.145906173671066419e+01
1.000000000000000000e+00,3.005307962266818578e+01,1.805693745068327871e+01
