1.000000000000000000e+04,1.080879196736070469e+01,4.900200000000000111e-01
6.812920690579615439e+03,1.074638657741326497e+01,4.768510000000000026e+00
4.641588833612777307e+03,1.057154179505644898e+01,1.042259999999999992e-01
3.162277660168379498e+03,1.031269463297241629e+01,2.376030000000000086e+00
2.154434690031884656e+03,1.006851376620422478e+01,2.923130000000000006e+00
1.467799267622070602e+03,9.978629015931456792e+00,1.556170000000000053e+00
1.000000000000000000e+03,1.018646633806101853e+01,3.581630000000000091e+00
6.812920690579614984e+02,1.080536610180620194e+01,2.458889999999999798e+00
4.641588833612781855e+02,1.188772702245344526e+01,4.779039999999999955e-01
3.162277660168379612e+02,1.339020071560466718e+01,7.100069999999999659e+00
2.154434690031884543e+02,1.513448374282857145e+01,1.330259999999999998e+00
1.467799267622070545e+02,1.679007683510035775e+01,2.561139999999999972e+00
1.000000000000000000e+02,1.793584618670633191e+01,3.596500000000000252e-01
6.812920690579615268e+01,1.823081547978274486e+01,7.649280000000000079e+00
4.641588833612782139e+01,1.760454649916324144e+01,8.462450000000000472e+00
3.162277660168379256e+01,1.629831055006311402e+01,1.452539999999999942e+00
2.154434690031884614e+01,1.471905461288582906e+01,3.699030000000000040e+00
1.467799267622070580e+01,1.325224949157965604e+01,1.712499999999999911e+00
1.000000000000000000e+01,1.216868719520058661e+01,4.192839999999999900e-01
6.812920690579614913e+00,1.162983157791323663e+01,1.500559999999999894e+00
4.641588833612781961e+00,1.173347495587978351e+01,3.767149999999999999e+00
3.162277660168379523e+00,1.255558661407648557e+01,5.158030000000000115e+00
2.154434690031884259e+00,1.417278236409637238e+01,7.402039999999999731e-01
1.467799267622070580e+00,1.666527555731612509e+01,3.547079999999999789e+00
1.000000000000000000e+00,2.010448310478184197e+01,5.438509999999999955e+00
