1.000000000000000000e+04,1.000385782000565769e+02,1.460443674888755261e+01
6.812920690579615439e+03,1.487105403786061402e+02,1.689678537181085858e+02
4.641588833612777307e+03,1.022662749150759680e+02,3.238760092955350611e+00
3.162277660168379498e+03,1.218721511743798231e+02,8.582168404570177245e+01
2.154434690031884656e+03,1.421156003718780880e+02,1.228876196514308816e+02
1.467799267622070602e+03,1.276638627819689589e+02,6.383894934172796098e+01
1.000000000000000000e+03,1.650790171192394098e+02,1.543364005129211023e+02
6.812920690579614984e+02,1.263411622131676211e+02,7.792986800903037192e+01
4.641588833612781855e+02,8.815181643893338048e+01,9.874950866829928842e+00
3.162277660168379612e+02,7.382130130343161056e+01,9.817716269426064457e+01
2.154434690031884543e+02,6.351419527165035106e+01,1.461478724731126100e+01
1.467799267622070545e+02,5.651773337185220214e+01,2.225719632234551426e+01
1.000000000000000000e+02,3.842322945667210377e+01,2.267634814755815409e+00
6.812920690579615268e+01,3.233481820778813187e+01,4.008839240138085103e+01
4.641588833612782139e+01,5.258876328370998721e+01,5.297552777905919186e+01
3.162277660168379256e+01,2.531491617870326039e+01,6.423212651408925389e+00
2.154434690031884614e+01,2.561402727138790780e+01,1.646345449230403091e+01
1.467799267622070580e+01,1.831778901570003271e+01,6.727083321541287297e+00
1.000000000000000000e+01,1.484483234340048163e+01,1.531368111971394885e+00
6.812920690579614913e+00,1.456136962821066305e+01,5.451993364887539606e+00
4.641588833612781961e+00,1.643893250349045942e+01,1.422042173923841979e+01
3.162277660168379523e+00,1.819548723316501793e+01,1.954443360233480220e+01
2.154434690031884259e+00,1.760061493055229320e+01,2.510414973684313544e+00
1.467799267622070580e+00,2.577828313511513159e+01,1.282213865369542916e+01
1.000000000000000000e+00,3.303780568921450111e+01,1.998974305314715139e+01
