1.000000000000000000e+04,1.067213745117187500e+02
6.812920690579615439e+03,1.125466842651367188e+02
4.641588833612777307e+03,1.186736831665039062e+02
3.162277660168379498e+03,1.231860809326171875e+02
2.154434690031884656e+03,1.241114196777343750e+02
1.467799267622070602e+03,1.203291015625000000e+02
1.000000000000000000e+03,1.120940322875976562e+02
6.812920690579614984e+02,1.007588653564453125e+02
4.641588833612781855e+02,8.803810119628906250e+01
3.162277660168379612e+02,7.539130401611328125e+01
2.154434690031884543e+02,6.376750183105468750e+01
1.467799267622070545e+02,5.361473464965820312e+01
1.000000000000000000e+02,4.499549484252929688e+01
6.812920690579615268e+01,3.773246002197265625e+01
4.641588833612782139e+01,3.156825256347656250e+01
3.162277660168379256e+01,2.632529258728027344e+01
2.154434690031884614e+01,2.199663925170898438e+01
1.467799267622070580e+01,1.869878959655761719e+01
1.000000000000000000e+01,1.655177307128906250e+01
6.812920690579614913e+00,1.561211204528808594e+01
4.641588833612781961e+00,1.588552284240722656e+01
3.162277660168379523e+00,1.736452865600585938e+01
2.154434690031884259e+00,2.004848098754882812e+01
1.467799267622070580e+00,2.394027137756347656e+01
1.000000000000000000e+00,2.902524757385253906e+01
