-0.0799601,0.242309,0.559612,0.0708218,0.106884,0.14653,0.0772811,-0.00385624,-0.0334839,0.001795,0.0299178,0.0269145,-0.0201344,-0.0590875,-0.0524034,-0.04353,-0.0392823,-0.032072,-0.0328026,-0.0104977,-0.00414881,0.000727909,0.00980362,-0.000375856,-0.00435482,-0.00710459,0.00977909,0.0236659,0.0210069,0.0243967,0.0314874
-0.0166168,0.0365827,-0.0200187,0.0226636,-0.01294,-0.00410203,0.0428659,-0.0193712,-0.032469,-0.00424917,-0.0201136,0.0506923,0.0143174,-0.0642469,0.037652,0.0278317,0.0173318,-0.0581102,0.0464071,-0.0224422,0.0137744,0.0413042,0.0152324,0.0332775,0.0591384,0.0452017,0.0371682,0.0129187,0.100076,0.0453075,0.0720104
-0.00876899,0.0229275,0.0178851,-0.00995065,0.0110663,0.0176279,-0.0255641,-0.0173781,-0.0113436,-0.00933445,0.0562555,0.0665937,-0.0718178,0.00530765,0.00543711,0.0165692,-0.038545,0.0374718,-0.00309753,0.0485298,-0.0116394,0.0158986,0.0591309,0.020883,0.0613125,0.0431397,-0.0676284,-0.0986822,-0.0299997,-0.0856837,-0.0820231
0.00478745,-0.0181764,0.0726764,0.000257801,-0.0172191,0.0170128,0.0135002,0.0275111,0.0215846,0.0294095,-0.045981,-0.0275489,-0.0692806,-0.0587068,-0.00796396,0.0683944,-0.0841212,0.0336003,-0.0990177,0.0070798,0.0533437,-0.0115677,0.00434895,-0.0877111,-0.0369589,-0.0936173,-0.035089,-0.0305222,-0.0581081,0.0696707,-0.106358
0.0216274,-0.0514182,0.0799889,-0.0349101,0.0565557,-0.00191276,0.04511,-0.0211829,0.000119259,-0.0138827,-0.0874768,0.128417,-0.018174,0.0367543,-0.000746067,0.0775109,-0.0716666,-0.0623573,0.00714578,-0.00551704,-0.0382412,-0.123091,0.0566644,-0.0385836,-0.0329587,0.0587642,0.0255447,0.0217951,-0.0477042,-0.0689752,-0.0779327
0.0212732,0.131053,0.0288294,-0.0200484,0.0374734,0.0396386,0.0551817,-0.0280178,-0.0141246,0.0258516,0.0180128,-0.0298244,-0.0420476,0.0569066,0.0405195,-0.0265781,0.052539,0.00614411,0.078462,-0.0772826,0.0286362,0.0246753,0.0417352,-0.0193207,0.0162607,0.0184728,0.0021835,0.0397391,-0.0334591,-0.0140345,-0.0690812
0.134127,0.0197717,-0.018108,0.0406467,-0.0091202,0.0514787,0.000178184,-0.0411484,-0.0175108,0.0273136,-0.0344431,-0.0521734,-0.000950701,-0.00586468,0.0392715,-0.042646,-0.00685214,-0.118399,0.0302306,0.0933132,0.00937024,0.00367545,-0.0368454,0.0736087,0.00414906,-0.055041,0.0342101,0.0530493,0.0366428,-0.0446549,0.000454538
0.057174,0.0420608,-0.00904624,0.0263329,0.136476,-0.0726374,0.0103517,-0.0113012,-0.00271446,-0.0140256,0.0281086,-0.0219823,0.068694,0.0557417,0.00443865,0.0865209,0.052982,0.0140911,-0.0266576,0.00335337,-0.00812201,-0.0797632,-0.120477,-0.053853,-0.146538,-0.0819548,0.0333668,-0.0628003,-0.0780542,-0.00218446,-0.0814174
0.0235052,-0.0516485,-0.0197749,0.0142325,-0.0430346,-0.0469725,0.0774774,-0.0285529,0.0749634,0.0214099,0.0207439,-0.0436958,-0.118109,0.101802,0.0377459,0.042433,0.0445383,0.0925725,0.00932523,-0.06016,0.060588,0.0166357,0.0178535,-0.0909465,-0.00259898,-0.034972,-0.00469142,-0.0710062,0.0591705,0.093644,-0.185989
0.00286873,-0.0119523,-0.0033891,-0.0177255,-0.0225371,-0.00414565,-0.0333801,-0.0888719,-0.162547,-0.226285,-0.258608,-0.315447,-0.431772,-0.599909,-0.715506,-0.699555,-0.441782,-0.0337225,0.312877,0.358546,0.0955874,-0.258298,-0.455392,-0.451348,-0.373894,-0.302153,-0.262514,-0.249531,-0.279681,-0.298591,-0.305874
